Feature ID	Taxon	Confidence
dbc0ac4e020ccb9dd9367eb43685218d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus	0.8489165644646831
4e253f784063ef9c54c09b174f5e48fb	k__Bacteria	0.9382651727352997
62ab58ede1b77b82aad2cc82b1ae0ccc	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae	0.9919841119850248
bca7f31b0e22b6accb693e0300ef27be	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Natronobacillus; s__	0.95820437673223
d98171d8ae81e7b5f873cd703a57db50	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9778383988250587
b8d60a41d4f0686e669b97e9082fd3b1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__helveticus	0.8645853378339048
8a2ba7b908f4760ebcddcd2d33f7b5e6	k__Bacteria	0.9557413626645715
cb9707687bb354d261e7a2c49f886d8f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9370027819076983
0183f5c1c1f46077727290ef652a8e7e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum	0.9834594079937128
6c46b1601a6d03d3d242e6ab05cb7a59	k__Bacteria	0.9589627466852998
5cb4356a4ee8b576e5e10633c1176314	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__intestinale	0.978249717717877
4361cc6ec58405ec7f09a620c087da08	k__Bacteria	0.9764001971039649
2513c36b721898d2e34a50523cddc7af	k__Bacteria	0.9468935448600163
64fc45259a4d6c76656d803b0e735c0a	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	0.7465515037870594
4d4b5ecbb7f00f003314ed45faa23b77	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae	0.8289974048869293
5c12d26f78b2ad6bf31c9caae79f1a3f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.9963266349420772
2834f8fc9f3b71c7f51dfa1b22c69db4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.7871748158186314
8f341e156003ad86d1e9ecb2e6e5ed09	Unassigned	0.9068745995318604
1ead91b652abf78992d8c1f05513b4e4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__	0.998256546760526
a1a59c95c1fd7794e6ff377acc158bb0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__	0.99811540309371
503d6fd88447ad1cec489d56283eb442	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__mediolanus	0.7105996044906651
