"Genus","LDD0R1","LDD0R2","LDD0R3","LDD10CF70R1","LDD10CF70R2","LDD10CF70R3","LDD10MHPR1","LDD10MHPR2","LDD10MHPR3","LDD10MLPR1","LDD10MLPR2","LDD10MLPR3","LDD10MR1","LDD10MR2","LDD10MR3","LDD10NUSR1","LDD10NUSR2","LDD10NUSR3","LDD10OKAR1","LDD10OKAR2","LDD10OKAR3","LDD10PKMR1","LDD10PKMR2","LDD10PKMR3","LDD10PR1","LDD10PR2","LDD10PR3","LDD10RIBR1","LDD10RIBR2","LDD10RIBR3","LDD10SBMR1","LDD10SBMR2","LDD10SBMR3","LDD5CF70R1","LDD5CF70R2","LDD5CF70R3","LDD5MHPR1","LDD5MHPR2","LDD5MHPR3","LDD5MLPR1","LDD5MLPR2","LDD5MLPR3","LDD5MR1","LDD5MR2","LDD5MR3","LDD5NUSR1","LDD5NUSR2","LDD5NUSR3","LDD5OKAR1","LDD5OKAR2","LDD5OKAR3","LDD5PKMR1","LDD5PKMR2","LDD5PKMR3","LDD5PR1","LDD5PR2","LDD5PR3","LDD5RIBR1","LDD5RIBR2","LDD5RIBR3","LDD5SBMR1","LDD5SBMR2","LDD5SBMR3","WTD0R1","WTD0R2","WTD0R3","WTD10CF70R1","WTD10CF70R2","WTD10CF70R3","WTD10MHPR1","WTD10MHPR2","WTD10MHPR3","WTD10MLPR1","WTD10MLPR2","WTD10MLPR3","WTD10MR1","WTD10MR2","WTD10MR3","WTD10NUSR1","WTD10NUSR2","WTD10NUSR3","WTD10OKAR1","WTD10OKAR2","WTD10OKAR3","WTD10PKMR1","WTD10PKMR2","WTD10PKMR3","WTD10PR1","WTD10PR2","WTD10PR3","WTD10RIBR1","WTD10RIBR2","WTD10RIBR3","WTD10SBMR1","WTD10SBMR2","WTD10SBMR3","WTD5CF70R2","WTD5CF70R3","WTD5MHPR1","WTD5MHPR2","WTD5MHPR3","WTD5MLPR1","WTD5MLPR2","WTD5MLPR3","WTD5MR1","WTD5MR2","WTD5MR3","WTD5NUSR1","WTD5NUSR2","WTD5NUSR3","WTD5OKAR1","WTD5OKAR2","WTD5OKAR3","WTD5PKMR1","WTD5PKMR2","WTD5PKMR3","WTD5PR1","WTD5PR2","WTD5PR3","WTD5RIBR1","WTD5RIBR2","WTD5RIBR3","WTD5SBMR1","WTD5SBMR2","WTD5SBMR3"
"k__Bacteria.__.__.__.__.__",0.000122048,0.000777996,8.31048e-05,0,0.00159936,0.000137974,0.005766292,0.001505925,0.000507389,0.007176012,0.005553775,0.013975272,0.005474321,0,0.001673852,0.004819535,0.003264476,0.019497139,0.00144921,0.004158004,0.002455574,0.000998431,0,0.000212198,0.006185217,0.002999642,0.000967742,0.000936956,0.000423711,0.002609356,0,0.000194234,0.000390292,0.000402549,0.008491884,0,0,0,0.003932443,0.002186036,0.005545489,0.002217597,0,0,0,0.00317864,0.000353787,0.0004649,0,0,0,0,0,0,0.000100284,6.01594e-05,0.000912979,0,0,0,0.000588279,9.45626e-05,0.000197716,8.83991e-05,0.000565908,0.000188318,0.001543984,0.003933641,0.000357001,0.02014218,0.000950972,0.000769625,0.007188713,0.010545413,0.012205243,9.37441e-05,0.057515337,0,0.000799105,0.00013964,0.001953374,0.000614224,0.001657459,0.000734527,0.003203164,0.001121795,0,0.013131003,0.0043362,0.006544935,0.000707307,0.001824418,0.00363272,0.000491884,0.000107782,0.000356379,0.000158153,0.000437752,4.54442e-05,0,0.000132591,0.005007704,0.022995032,0.008439466,0.001502984,0.001890772,0.002173297,0.002864418,0.013670886,0,0,0.000539108,0.000745231,0,0,0.000105213,0.021365815,0.000977199,0.006010433,0.000777739,0,0,0,0.000480723,0.000754148
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323102,0,0.000589304,0,0.001291419,0,0,0,0,0,0,0,0.000390292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68846e-05,0,0,0,0,0,0,0,0,0,0,0.002899447,0,0,0,0.000817494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__",0,0,0,0,0.001279488,0.000482908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000917587,0.00058202,0,0.000133851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000810592,0.005301864,0.001666006,0,0,0,0,0.02024039,0,0,0,0,0,0,0,0,0,0,0.000473511,0,0,0.001430615,0,0,0,0.001897395,0.000626331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297674,0,0,0,0,0,0,0,0,0,0,0.001864942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026524,0.001496023,0,0,0,0.000475172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000781759,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010197022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001751441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001889251,0.00283511,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium",0,0,0,0.000382223,0,0,0,0,0,0,0.000267008,0.000149869,0,0,0,0,0.00080274,0,0.000135863,0,0,0,0,0,0.000611725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115799,0.001368223,0.001190004,0,0,0,0.000307539,0,0,0,0,0,0,0,0,0.000241302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003191724,0,0.006137793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Cellulomonadaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001606211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000962551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Cellulomonadaceae.g__Cellulomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium",0.001098432,0.002333989,0.001994515,0.007019007,0.009196321,0.011141389,0.001319994,0.00117855,0.000570812,0.001493891,0.002830289,0.001723492,0.00129655,0.001017264,0.001014456,0.002249116,0.003050412,0.001881963,0.007381912,0.001097251,0.00187399,0.004088813,0.002897412,0.002182612,0.002073067,0.002686246,0.001258065,0.00307857,0.001271133,0.008302495,0.143168258,0.031771137,0.112297758,0.00677625,0.003977212,0.00173819,0,0.00105947,0.001159566,0.001115325,0.001262834,0.000511753,0.001328748,0.001851348,0.002530233,0.001271456,0.000825504,0.001901864,0.059810004,0.064035369,0.106879731,0.003475731,0.003938979,0.004532012,0.002941668,0.005715145,0.001777906,0.002543882,0.004122649,0.002167981,0.009412457,0.013664303,0.209777075,0,0.000363798,9.4159e-05,0.002122978,0.005301864,0.003728679,0,0,0,0.003190712,0.000680349,0.000439389,0.000718705,0,0.000983057,0.000852379,0.000837843,0.000849293,0.003049182,0.013370166,0.000966482,0.000919169,0.002083333,0.000825764,0.001481709,0.00122859,0.000824992,0.002210336,0.001678465,0.003382187,0.17938628,0.056073507,0.002455057,0.000158153,0,0.000681663,0,0,0.019590579,0.002696948,0.00920669,0,0.00036361,0,0,0,0.001253133,0,0.001482546,0.004719793,0.000257754,0.009000707,0.000526067,0,0,0.00102064,0.000345662,0.00692092,0.003797754,0.033405359,0.001538314,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.__",0.002837615,0.000686467,0.0008726,0.428055179,0.033746501,0.059777172,0.005696818,0.009362928,0.004344517,0.090380409,0.071718466,0.136155864,0.004970107,0.004607606,0.005883845,0.006961551,0.0107032,0.00564589,0.054707667,0.084430584,0.089628433,0.20881472,0.180228846,0.111646659,0.065318607,0.084974928,0.038322581,0.304332307,0.254904453,0.315921814,0.0325179,0.053719582,0.049815498,0.001140557,0.000859938,0.000618023,0.001439194,0.001031589,0.001058735,0.037608744,0.136331192,0.040326157,0.00144599,0.000707868,0.001302326,0.000476796,0.000904124,0.001310173,0.011890914,0.009448426,0.018267452,0.00088914,0.000801148,0.001267427,0.005147919,0.031072342,0.01907645,0.014924108,0.001104281,0.003289351,0.001103022,0.000898345,0.001680589,0,0,0,0.120816768,0.113049427,0.088258628,0.006319115,0.003803888,0.009543356,0.034790297,0.094341762,0.110140116,0.008655709,0.015529141,0.004626149,0.005060998,0.004643044,0.004161536,0.062957926,0.078453039,0.083890672,0.095370731,0.270352564,0.141713778,0.131463315,0.147719881,0.139478605,0.466557623,0.429431511,0.53075285,0.04430739,0.029613063,0.005028906,0,0,0,0,0.000132591,0,0.004826118,0.000460335,0,0,0,0,0,0,0,0.000539108,0.000149046,8.5918e-05,0.008816392,0.002700475,0.006190096,0.006319218,0.00464958,0.000864155,0.004643149,0.00022529,0.000302506,0.000384578,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187306,0,0,0,0,0,0,0,0.000271878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dietziaceae.g__Dietzia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Gordoniaceae.g__Gordonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001041667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.__",0,0,0,0,0,0,0,0,0,0,0.000480615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001228761,0.002704241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002674244,0.005384268,0.002594782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000789716,0,0,0,0,0,0,0,0,0,0.017186018,0.003131655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001954397,0.000793831,0,0.00093447,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Agromyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000757851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000698723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Leucobacter",0,0,0,0,0,0,0,0,0,0,0.001335042,0,0,0,0,0,0,0,0.001358634,0.002136752,0,0.001711596,0.001767912,0.001818843,0.000917587,0.000537249,0,0.000713871,0.00427948,0.000426985,0,0,0,0,0,0,0,0,0,0,0,0,0.000351727,0,0,0,0,0,0.000161561,0.036260563,0,0,0,0,0.001036269,0.001263348,0,0,0,0,0.000588279,0.000803783,0.038060402,0,0,0,0.003203767,0.002223362,0.002618009,0,0,0,0,0,0,0,0,0,0.000266368,0,0,0.023954723,0.002209945,0.005257664,0.004010919,0.001362179,0.000698723,0,0,0,0.000618894,0.003320441,0,0.002497257,0,0,0,0,0,0,0,0,0,0,0,0.000436332,0,0,0,0,0.000230822,0,0,0,0,8.76778e-05,0,0.001172638,0.000340213,0,0.00026282,0.000547134,0.001642178,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Microbacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001504094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Pseudoclavibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769893,0,0,0,0,0,0,0,0,0,0,0,0,0.00036072,0.000567698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001334586,0,0,0,0.000540394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002829816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Microbacteriaceae.g__Rathayibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568277,0.001203188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001605488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98202e-05,0,0,0,0,0.00208902,0.000480769,0.001206886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14383e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Arthrobacter",0,0,0,0.000382223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Promicromonosporaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001069697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Promicromonosporaceae.g__Cellulosimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170584,0,0,0,0,0,0,0,0,0,0,0,0,0.001671402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Rarobacteraceae.g__Rarobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069634,0,0,0,0,0,0.000221034,0.00043786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Yaniellaceae.g__Yaniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__.g__",0,0,0,0.002640814,0.000559776,0.000517402,0,0.0007857,0.000602524,0.01115083,0.045925451,0.092131885,0,0,0,0.001178109,0.000642192,0.000978621,0,0,0,0.001949318,0.00186613,0.000757851,0.045301614,0.095585602,0.060903226,0.001561594,0.001694843,0.001660499,0.000984487,0.001165404,0.000674141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001069697,0.007790645,0.004564894,0,0,0,0,0,0,0,0,0,0.000733393,0.001881307,0,0,0,0,0.013531696,0.001587482,0.002733975,0,0,0,0,0,0,0.001250384,0,0.003402018,0.00108629,0,0.002032649,0.027743716,0.062224471,0.030304697,0.001679855,0.000693279,0.00100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291907,0,0,0,0,0,0,0.000113611,0,0.000486166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226809,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.__.__.__.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__",0,0,0,0,0,0,0,0,0,5.33533e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__",0,0,0,0.000312728,0,0,0,0,0,0.018486902,0.018423582,0.006706632,0,0.000269276,0.000304337,0,0.000374612,0,0,0.002483252,0,0,0,0.000394083,0.022905692,0.005148639,0.016935484,0.000713871,0.014363798,0,0,0,0,0,0,0,0,0,0,0,0,0.000443519,0,0,0.000260465,0,0,0,0,0,0,0,0,0,0.011967241,0.005895623,0.000912979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001643362,0,0,0.002197016,0.00448074,0,0,0.000255419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998403,0.004299674,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides",0.00015256,0,0,0.000938184,0.072291084,0.274257528,0.032374601,0.007136777,0.0335828,0.002694339,0.002082666,0.002660172,0.001080458,0.000688149,0,0.000642605,0.000695708,0,0.000498166,0,0,0.000950887,0.000589304,0.001000364,0.000781648,0,0.000580645,0.001115424,0.000720308,0,0.000626492,0.000471711,0.000461255,0,0,0,0.001039418,0.004962779,0.005545752,0.041400848,0.002251139,0.009723312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210558,0,0,0,0,0,0,0,0,0,0,0.116609411,0.005814948,0.044664816,0.004739336,0.017434489,0.003745511,0.01095606,0,0.00151345,0,0,0,0.004741356,0,0.001061616,0.002654324,0,0.001005142,0,0,0.000317601,0.00030656,0.00130086,0.000549995,0,0,0,0,0.000242509,0.000356379,0,0,0.001136105,0.008191316,0.000265182,0.015298261,0.025833925,0.02347706,0,0,0,0,0,0,0,0,0,0,0,0,0.002595847,0.001042345,0,0,0,0,0,0,0
